,yelping_since,compliments_plain,review_count,compliments_cute,compliments_writer,fans,compliments_note,compliments_hot,compliments_cool,compliments_profile,average_stars,compliments_more,elite,name,user_id,votes_cool,compliments_list,votes_funny,compliments_photos,compliments_funny,votes_useful
437,2009-03,,5,,,0,,,,1.0,3.4,,[],RJ,tSt7tkKkHprfLSrL3a6wsQ,4,,4,,,7
438,2009-03,,13,,,0,,,,,4.0,,[],Ken,CxfmrzP_5oA0HJHedU7WgA,2,,10,,,7
439,2009-03,,32,,,1,2.0,1.0,,,3.38,1.0,[],Kat,hHRErmWnhP9y5bCOevrLuw,2,,12,,,7
440,2009-03,,29,,,1,,,,,3.44,,[],ariel,BZ5ilDVqlwqH4YIqHfH5Bw,2,,4,,,7
441,2009-03,,9,,,0,,,,,3.44,,[],Chris,JIdVUp8irJ1iD-9b-C1wxA,2,,4,,,7
442,2009-03,,9,,,0,,,,,3.33,,[],Dare to,FvLFd4OJyEDqAHaojPlH4A,0,,0,,,7
443,2009-03,,5,,,0,,,,,5.0,,[],Barry,1kNXzShT0ppb7zvoy7PTeA,4,,0,,,7
444,2009-03,,19,,,0,,,,,4.95,,[],Vanessa,PSxkuK-n-UO2PGvfEOVcjQ,6,,3,,,7
445,2009-03,,8,,,0,1.0,1.0,,,4.57,,[],CJ,7jZ0AITlAwA21xruohnniQ,2,,0,,,7
446,2009-03,,18,,,0,,,,,3.82,,[],DAVID,1Md7FNu_GujIwxbb9TqSqQ,1,,1,,,7
447,2009-03,1.0,5,1.0,1.0,2,,,,,2.6,1.0,[],Scott,PoEyyqolJfAB6XEPBvl-MA,6,,3,1.0,,8
448,2009-03,3.0,12,,,6,,,,,3.75,,[],Alec Jason,2fBcxyGqE6LbMuyMYmX-fA,7,,2,,1.0,8
449,2009-03,2.0,5,,,1,,1.0,,,3.0,1.0,[],Nicole,YUERe73OJ_hEwBZ-AIRO9w,3,,1,,2.0,8
450,2009-03,,20,,,0,,,,,3.55,,[],Amanda,AgCzKkTcV_mJptXjccVd1g,2,,2,,,8
451,2009-03,,5,,,0,,,,,3.4,,[],Andrew,H4eIZMBom9-QNOiKM18wHQ,3,,3,,,8
452,2009-03,,9,,,0,,,,,3.67,,[],Alex,2kOEVvf87Stxk8YiSr6sbw,2,,6,,,8
453,2009-03,,10,,,0,,,,,3.27,,[],Ry,NOw-ZkrgmsncmWVq8F4-1Q,2,,1,,,8
454,2009-03,,22,,,0,,,,,3.73,,[],Kyle,_Vj-_9EKLSRdOdtLechhrA,2,,2,,,8
455,2009-03,,13,,,0,,,,,3.64,,[],Donny,QBsOCedUxpb2qZE2_fR61g,4,,1,1.0,,8
456,2009-03,,4,,,0,,,,1.0,3.0,,[],Greg,LUuFZqwcp8YrYLVGnMjxig,0,,3,,2.0,8
457,2009-03,2.0,20,,,0,1.0,1.0,1.0,,4.05,,[],Cristobal,VTftWbVIUuC-lIeTjZmHRA,2,,1,,,8
458,2009-03,2.0,28,1.0,,0,2.0,,2.0,1.0,4.04,,[],Brock,IcfUtE6fu-gNHFnuBWWA_Q,6,,4,,,8
459,2009-03,,36,,1.0,0,,,,,3.62,,[],Rich,47ub9AZCVjOB3aarLMR3cw,6,,5,,,8
460,2009-03,1.0,13,,,0,1.0,,2.0,,3.23,,[],Janice,s3197iEJQPc3UQb-HwR0NQ,3,,8,,,8
461,2009-03,,13,,3.0,1,1.0,,,,4.62,,[],Kevin,x8fpz38tFqOhXmpGTF_CzQ,4,,3,,,9
462,2009-03,,30,,,1,1.0,,1.0,,4.53,,[],Tara,vfEKK8UWMC_ClTDQScZrQQ,4,2.0,2,,,9
463,2009-03,,58,,,0,,,,,4.04,,[],RJ,h9lyDcX9jEuN3b2kEIuy1g,4,,2,,,9
464,2009-03,1.0,4,,,0,,,,,3.67,,[],Jennifer,MEAY6YHF2UYlvbGCAdh3Lg,2,,3,,,9
465,2009-03,,8,,1.0,0,,,,,3.89,,[],Laura,HUsAVJOGZgsiJA265R7JFA,5,,5,,,9
466,2009-03,,7,,,1,,,,,4.71,,[],Kimberly,Srj4I49WQJFWbgw7nsV1IQ,2,,1,,,9
467,2009-03,,10,,,0,,,,,2.4,1.0,[],T,yJtjKRY4HFuOzYJYb26VFA,3,,5,,,9
468,2009-03,,5,,,1,,,,,4.8,1.0,[],Sandy,lQe2wzec48-p9DyHkbNCBg,8,,4,,,9
469,2009-03,1.0,8,,,0,,1.0,,,4.38,,[],Gina,MQ96E0cw4L4e9ixXbq15Pg,3,,3,,,9
470,2009-03,,7,,,0,,,,,3.86,,[],Liset,T6wRikQ2CKkumJE2fXxHnA,2,,1,,,9
471,2009-03,,11,,,0,,,,,2.2,,[],Steve,EwumaBb_D9fxdx77c9iCcA,5,,3,,,9
472,2009-03,,16,,,1,,2.0,1.0,1.0,3.88,,[],Celine,tj9axShvaGxyintPWsCvAw,3,,4,,,9
473,2009-03,1.0,16,,1.0,3,,,,,4.62,,[],Brad,yJ9FpKbc7BXmC-gXGkH74Q,5,,1,,,9
474,2009-03,,17,,,0,,,,,3.35,,[],Nix,wfMNfoJAVYtbQBgX4U2oSQ,3,,1,,,9
475,2009-03,,22,,,0,1.0,,,,4.05,,[],Jeremy,evOtHSAw2Ix4hGOSGI0cvQ,1,,11,,,9
476,2009-03,,7,,,0,1.0,,,,3.2,,[],Kevin,m8V1Lf54Se-Bo-lEO9h22w,1,,1,,,9
477,2009-03,,16,,,1,,,,,4.5,,[],pablo,ebCOe-Bavz5fYCVL716KIA,4,,5,,,9
478,2009-03,,28,,,0,,,,,3.93,,[],crown,Sd3p5xRBWcPl5D78-eFolg,6,,1,,,9
479,2009-03,,16,,,0,1.0,,,,4.0,,[],Samuel,b1ngNoovaeflBKgcqedBJA,1,,3,,,9
480,2009-03,,15,,,0,,,,,3.07,,[],Bob,-7mraETtF6QZQ6y6MlYs3Q,1,,2,,,10
481,2009-03,,10,,,0,,,,,3.0,,[],Brandi,Qzxt48iXX0Ievaiu9N1h6A,3,,2,,,10
482,2009-03,,9,,,0,,,,,3.62,,[],robert,-ZGzuEEQEng2eIUW2d5yDA,2,,7,,,10
483,2009-03,,14,,,0,,,1.0,,2.5,,[],Rich,UjOM7MS-PRxipKHXiZ7pmg,2,,3,,,10
484,2009-03,,15,,1.0,0,,,,,3.8,,[],Andrew,KkRzj5OsdI7kXiYExQKojg,2,,1,,,10
485,2009-03,,10,,,0,,,,,4.0,,[],Alex,t_FhKrHhJaLj9vPz24vlyQ,1,,2,,,10
486,2009-03,,11,,,0,,,,,3.82,,[],Shawnana,Fiww7aT6K0vN7IsW0ZjIWw,5,,4,,,10
487,2009-03,,20,,,1,2.0,1.0,1.0,,4.1,,[],Vanessa,QPeGOOD7tXIs6NOsa5vmpQ,6,,2,1.0,,10
488,2009-03,,10,,,0,,,,,4.2,,[],Jeffrey,9keedTMklmE_FuMHmULBBg,2,,4,,,10
489,2009-03,,26,,,1,2.0,,1.0,,4.08,1.0,[],vivian,rqCbavkaSkR0ATaKm_g-8g,10,,6,1.0,,10
490,2009-03,,12,,,0,,,,,4.3,,[],Rocco,H2PDxokeS_3Ni5-XpLn4Dw,1,,3,,,11
491,2009-03,,9,,,0,,,,,4.1,,[],Chris,2afIDWiZFsDsBK-HOtgnsQ,3,,0,,,11
492,2009-03,,14,,,1,,,1.0,,3.57,,[],Ray,z6PZlxVmKrdO2ksXFQFX1g,8,,8,,,11
493,2009-03,1.0,12,,1.0,2,1.0,2.0,1.0,,4.25,,[],Cipriano,ktmMj3gGYeqBIScwo39udA,10,,14,,,11
494,2009-03,2.0,37,,1.0,0,2.0,,,,4.03,,[],Jenni,dr1Gnmt6b8lJbuOtRYMGbA,9,,0,,,11
495,2009-03,1.0,26,,,0,,1.0,1.0,,4.93,,[],Dinah,s2PpELgBrqasMYvgiMs1NQ,4,,2,,,11
496,2009-03,,21,,,1,,1.0,,,3.9,,[],Jenna,-5UiSPLJwwpCGCTio2vKig,5,,3,,,11
497,2009-03,,8,,,0,,,,,4.5,,[],Andy,6jDoUFfzKiqERUJ5f_LPyw,1,,1,,,11
498,2009-03,,10,1.0,,1,1.0,,1.0,,3.73,,[],Anthony,_epzmxZ1Z9KNhtnKdDv4kQ,5,,9,,,11
499,2009-03,,18,,,1,,,2.0,,3.21,,[],Ellie,M32PZxDTF3w7rkIaCwCP3w,4,,2,,,11
500,2009-03,1.0,16,,,0,,,,,4.24,,[],Bruce,WdUeO5N9BkKuNAoJYWmkmQ,4,,2,,,11
501,2009-03,,11,,1.0,0,,,,,4.54,,[],dave,fJ0RdifjgaKb52QVk-7WKQ,4,,2,,,11
502,2009-03,,11,,,2,,,1.0,,4.3,,[],Michelle,jO3vAhIW6pSqVTwRH2X5PQ,1,,0,,,11
503,2009-03,,10,,,0,,,,,3.2,,[],Lissi,4zhL2QFs6RJxgyqe_Um4DA,7,,9,,,11
504,2009-03,,10,,,0,2.0,,,,4.45,,[],Howard,u6NHKfepJv3lGMi2MdSnkQ,8,,5,,1.0,11
505,2009-03,,19,,,0,,,,,3.18,,[],K,3wDXxDC8_UEuIzn07Uk-Xw,3,,4,,,11
506,2009-03,,22,,,0,,,,,2.91,,[],Matthew,w364i7UZ2ClToX2bbFuqLw,5,,7,,,11
507,2009-03,,20,,1.0,0,,,2.0,,4.05,1.0,[],Eugene,sc0ImauU55BWEVk5zhBPIQ,14,,5,,,12
508,2009-03,,26,,,0,,,,,3.78,,[],Eric,XWGCBxSa_ZlDErwj6969Bw,3,,4,,,12
509,2009-03,,16,,,0,,,,,3.73,,[],Steve,UVZmXkvMtIagR6ALDMu_UQ,6,,1,,,12
510,2009-03,,11,,,0,,,,,3.9,,[],Amy,d51ejXX_Gm68nh2lTqlQJA,0,,0,,,12
511,2009-03,,7,,,0,,1.0,,,2.86,,[],Joe,RjfLNi_JDtLnQbh8c-qsmg,0,,2,,,12
512,2009-03,1.0,11,,,0,,,,,4.15,,[],Aaron,1qszeksKj0K5S4TtSvAXVg,0,,0,,1.0,12
513,2009-03,,7,,,1,1.0,,,,4.71,,[],Justin,yenyM35FN03Y9bcFLBkg6A,5,,5,,1.0,12
514,2009-03,,22,,,1,1.0,,1.0,,3.14,,[],julie,Vpa-uBi1ZC8AQUF0u5cwgw,5,,5,,,12
515,2009-03,,14,,,0,,,,,3.07,,[],Rosie,8nEKUTxcxYMVOyT8k2IXnA,1,,4,,,12
516,2009-03,,6,,,0,,,,,3.0,,[],Martin,BUBmkX2fjjIo72AQ83D8TQ,1,,3,,,12
517,2009-03,,17,,,0,1.0,,1.0,,4.06,,[],Jonas,PCr2pe5_fI2cD8LroSCZkQ,5,,2,,,12
518,2009-03,,16,,,0,,,,,4.46,,[],Ali,2D4D7Y4zSN7pBHQ5IkX_sw,3,,1,,,13
519,2009-03,,10,,,2,,,,,2.56,,[],Yaz,mbmorUgY9X3f_Ry-BK0gsA,4,,3,,,13
520,2009-03,,10,,,0,,,,,4.0,,[],Dustin,345xsX6fO12xAUDpgWOAZg,7,,3,,,13
521,2009-03,,7,,,1,,,,,3.14,,[],Brian,6NZxXHJq99yuOgHwtu24ig,7,,8,,,13
522,2009-03,,17,,,0,,,,,4.47,,[],nancy,l3Ldbo1A3oHFRsBBinTWnw,4,,3,,,13
523,2009-03,,21,,,1,,1.0,3.0,,4.38,,[],AJ,WGtXdPVCjtnB-7aZPDjdjw,3,,4,,1.0,13
524,2009-03,,6,,,0,,,,,4.33,,[],Viv,4CxWFH64h2Ve0MnK6cTbUg,0,,2,,,13
525,2009-03,,28,,,1,,,1.0,,3.5,1.0,[],Go Blue,ulujnsbmDVphYwzAYfQ7AA,1,,1,,,13
526,2009-03,,22,,,0,,,,,3.35,,[],Connie,jrtqdGWWx0Gbx030pKWrvg,3,,11,,,13
527,2009-03,,39,,,2,,,,,4.0,,[],Holly,JkiOxfnajmidv9rRZehwww,2,,4,,,13
528,2009-03,,18,,,0,,,2.0,,4.22,,[],Nicole,g6OqVgE5JpFhm7UqaNfiDA,5,,5,,,13
529,2009-03,,17,,,0,,,,,3.94,,[],D. Duan,WJnW06isi6C_AEIGQfo3Zw,5,,1,,,13
530,2009-03,2.0,29,,,5,1.0,,1.0,,4.1,,[],Anna,ag2y7wtlDlzPfbz5HPkIdw,6,,8,,,13
531,2009-03,,11,,,1,1.0,,,,2.91,,[],Margie,RS4CTjzC9IRaNbfYOY4jUw,3,,8,,,14
532,2009-03,,15,,,0,1.0,,3.0,,3.4,1.0,[],K,wVxWlolym6kJMOY9qY4QEw,11,,6,,,14
533,2009-03,,18,,,0,,,,,3.67,,[],Ally,sVYJy7sdxQ8nGTKYVCCgNQ,8,,2,,,14
534,2009-03,,13,,,0,2.0,,,,2.77,,[],Tony,of1F2yjBqr2hqifuWEagHQ,6,,3,,,14
535,2009-03,,10,,,0,,,1.0,,3.5,,[],T,9naiHrcKCUe_YFXyStyL6g,5,,2,,,14
536,2009-03,1.0,22,,,0,,1.0,2.0,,4.64,1.0,[],Jen,d1csotxjIgV9clxFlNUmaw,4,,6,,,14
537,2009-03,1.0,24,,,1,2.0,,,,3.28,,[],Davide,ISOZoSKnX7zJj8OMYg6wTg,4,,5,,1.0,14
538,2009-03,,19,,,0,,,,,3.79,,[],Paulo,_Kw9XWnd7Pwo6gwUzGw9tA,5,,0,,,14
539,2009-03,,9,,,0,,,,,4.33,,[],Jon,40N2SOKzHmCl2K4z7q5twA,1,,1,,,14
540,2009-03,,37,,,0,1.0,1.0,,,3.59,,[],Lostin Thought,fzHISSnT8yG63X2Lt3PgBA,10,,8,,,14
541,2009-03,,27,,,0,1.0,,,,3.52,,[],Anthony,gsDuufalypos-e3cIKOMHQ,2,,2,,,14
542,2009-03,,12,,,0,,,,,1.92,,[],Ryan,GJyJNXrJde-x_RRGglMCCA,1,,2,,,14
543,2009-03,,16,,,0,,,,,3.62,,[],E,P3GuGoO4iTkL6r5aBTD-PQ,7,,4,,,15
544,2009-03,,33,,,1,1.0,,1.0,,3.76,3.0,[],Ashley,vYxPhMTxCy5Lgbtyj3Shzw,9,,0,,,15
545,2009-03,2.0,20,,,1,,,,,4.5,,[],Hernan,Tmfy2q0MSAoTJsQ5zWcFcA,8,,1,,,15
546,2009-03,,11,,1.0,0,,,,,4.82,1.0,[],Molly,WM57xlVqyUF9uBC1QuqiRw,3,,1,,,15
547,2009-03,,38,,,0,,,,,3.9,,[],Thomas,efFk510RLHSY1MPHi7nwrg,5,,1,,,15
548,2009-03,,17,,,0,1.0,1.0,,,3.41,,[],Sharelle,uGcA7PhOygzVbQC6p5UJzw,4,,5,,,15
549,2009-03,,3,,,0,,,,,3.67,,[],Caroline,_i-tGTRZNhZnyBSJDHae2Q,2,,2,,,15
550,2009-03,1.0,22,,,0,,,1.0,,3.77,,[],Derick,bmmBjaCRlZHB8gZSP7nH2Q,5,,4,,,15
551,2009-03,,8,,,0,,,,,3.88,,[],Ron,gjNTtEnT53UknoDdl3S7Pw,6,,7,,,15
552,2009-03,,17,,,0,,,,,2.88,,[],Bill,yz4QgrNumaQeCeJtbgtUVQ,1,,9,,,15
553,2009-03,,25,,,0,,,,,3.6,1.0,[],Michael,d_xIslDNARNSfrbC0qqFmg,2,,9,,,16
554,2009-03,,14,,,0,,,,,4.07,,[],Tony,t1yaeT8NRLZtNGfAMu8hWQ,11,,4,,,16
555,2009-03,,14,,,0,1.0,,,,3.07,,[],Joe,rq8MmKWYJcaz89Io_BoAIQ,3,,6,,,16
556,2009-03,,11,,,2,,,,,3.45,,[],Julie,3VIuYIdmjGx_cr9PnFCd6g,2,,8,,,16
557,2009-03,1.0,37,,,0,,,,,3.22,,[],Saer,4FBqyxDKjMH1bR80A-ZALg,5,,0,,,16
558,2009-03,,11,,,0,,,1.0,,2.92,1.0,[],Doron,TyYQdeKGEuaQYeO4UyqbVg,5,,13,,1.0,16
559,2009-03,,22,,,0,,,1.0,,4.09,,[],Allison,YynSukVq_imUUBbGLikQ2w,5,,3,,1.0,16
560,2009-03,,17,,,0,,,,,3.83,,[],Maria,dRZ_L-DvArbqqVN0XU_tjg,5,,1,,1.0,17
561,2009-03,2.0,27,,,1,,4.0,,,4.11,,[],Sepideh,jCgJv6dkyiW4sMAp5bQjkg,2,,5,1.0,1.0,17
562,2009-03,,5,,,0,1.0,,,,2.8,,[],Randy,KqemYCgDh0GunkBnfjgVfA,8,,14,,,17
563,2009-03,,50,,,0,,,,,3.11,,[],Daniela,NIrZfl5MBopPNI5o1CvQAw,7,,6,,,17
564,2009-03,,11,,,0,,,,,3.8,,[],Alex,hol0NM4lkt0jfoyIcfyPfg,2,,2,,,17
565,2009-03,,17,,,0,,,,,4.11,,[],KIM,gmNM8_mbR1uBRwbFfi4syQ,4,,2,,,17
566,2009-03,1.0,12,,,2,1.0,4.0,2.0,,4.08,,[],Paul,GiqM6KKkPKUaKsI7WmlXKQ,6,,8,,,17
567,2009-03,1.0,4,,,1,,,1.0,,3.0,,[],Owen,V-Bwlr7T5HMzCCckj_iUHw,0,,1,,,17
568,2009-03,1.0,35,,,0,,,,,3.49,,[],tom,psBhD4cRmjSxZ4wr0AMPVQ,1,1.0,7,,,17
569,2009-03,,12,,,1,,,2.0,,4.25,1.0,[],Vince,C9CpnbQd1RR4-_gExrDeDA,3,,3,,,18
570,2009-03,,3,,4.0,1,,1.0,1.0,,2.33,,[],Kevin,TQ3nuv8Gs_BmWxt6LuPSRQ,5,,7,,,18
571,2009-03,,16,,,0,,,,,3.31,,[],marcus,4KUR1y4gzW0qBnkELI-FnQ,4,,18,,,18
572,2009-03,1.0,20,,,1,,1.0,,,3.43,,[],LC Lou,sXC_BP5iR4p8FkyhNEblXg,1,,14,,2.0,18
573,2009-03,2.0,19,,,1,,,2.0,,3.05,,[],Nina,jPb0kd5KqRcGO6SWlLLUDg,3,,9,2.0,1.0,18
574,2009-03,,9,,,0,,,,,3.5,,[],Rachel,DDo907st5Y65JtpGuLLhCw,3,,3,,,18
575,2009-03,1.0,10,,,0,,,,,4.0,,[],JB,PMCp0FxxxC3PLi4BBgKf2g,13,,6,,1.0,18
576,2009-03,,18,,,0,,,,,3.21,,[],R,vzeWUuvtmdDCyW-fDWXbVA,4,,7,,,18
577,2009-03,,24,,,0,,1.0,,,3.12,,[],Jose,uFidMg3ptGg0Cf00zlaVzw,3,,4,1.0,,19
578,2009-03,,10,,,0,,,,,4.1,,[],Mike,Ai8DNbRQkFq_H6Vge2drRQ,2,,5,,,19
579,2009-03,,12,,,0,,,,,4.08,,[],TJ,8Yn_pjqqzQqdFHTtntI7Dw,3,,2,,,19
580,2009-03,,16,,1.0,0,,,,,4.0,,[],Tim,PHGlvD1Hih3kgDyfIhw0Cw,4,,1,,1.0,19
581,2009-03,1.0,39,,,0,,,1.0,,4.37,,[],H,D0ZTDnjsXdKDHd5UM9XZiA,6,,97,,,19
582,2009-03,,11,,,1,,,,,3.18,,[],Pants,63Fj1SDzN-91XM9SMxhiXA,3,,7,,,19
583,2009-03,3.0,42,,1.0,0,,1.0,1.0,,3.88,,[],Kuishinbo,f--S0Pd8TZwLk70v3qNhPg,13,,9,,,19
584,2009-03,,12,,,1,1.0,,,,4.08,,[],Enrique,Ngk26V9CPD3TCJIR4prJFg,7,,6,,,19
585,2009-03,,12,,,0,1.0,,,,2.38,,[],Shawn,GQTFXYnlxnQHHsEs76ZIug,1,,3,,,19
586,2009-03,,5,,,0,,,,,4.2,,[],Kevin,dO8f-1uZYCiVsXaVJXlWIQ,0,,2,,,19
587,2009-03,,19,,,0,,,,,4.42,,[],Cyrille,ht83aPxye0EcrHvmedIuLA,3,,1,,,20
588,2009-03,,26,,,0,,,,,3.35,,[],Sarah,RYQWznXatci4_gXPAVGAww,5,,7,,,20
589,2009-03,2.0,23,,,4,,,1.0,,3.61,,[],A. Brigitte,CuDYnweXNL_GmnkvAKUuhg,4,,4,,,20
590,2009-03,1.0,14,,,4,,,1.0,,4.2,1.0,[],jenny,J5kWPjoN8zaF5d9JrW_82A,7,,3,1.0,,20
591,2009-03,1.0,19,,,3,1.0,,1.0,,4.95,,[],Duke,8dUNH0nVpfW2WSigmbI_Ng,3,,1,,,20
592,2009-03,,46,,,0,,,,,4.24,,[],Taz,BDUDYJcwmWh_fxTqBPvMkQ,11,,5,,,20
593,2009-03,1.0,29,,,0,,,,,4.07,,[],Ward,Ygo3ZAleMcBPFEx2UqRZ1A,3,,1,,,20
594,2009-03,,4,,,0,,,,,3.25,,[],David,QYAf480TQdEuMu9EeA__tg,4,,0,,,20
595,2009-03,,22,,,1,,,,,3.91,,[],Jean-Marie,wtH4vg8hwcm8T0NHZ39FCQ,5,,3,,,20
596,2009-03,,21,,,0,,,,,4.1,,[],Alex,T7xyP4cEXp7wefvMs-xWHQ,6,,3,,,20
597,2009-03,,20,,1.0,0,,,,,4.0,1.0,[],mary,eASDoMJ43OeCvsP1XttM_A,12,,2,,,20
598,2009-03,1.0,20,,1.0,0,1.0,2.0,1.0,,3.8,,[],Lorena,oYwviLQG8CUmhRbjD8X-gA,4,,5,,,21
599,2009-03,,20,,,1,1.0,2.0,2.0,,3.9,,[],Megan,iU14TVKOsIdWYQLF7agLBA,6,,6,,,21
600,2009-03,,29,,,1,,,2.0,,4.1,,[],Bingying,-N4lGrapSqUkEMLynLwrOQ,11,,13,,,21
601,2009-03,,18,,,0,1.0,,,,3.5,,[],Nicholas,6KUkzCX1PFH33hB-AYLw2g,7,,8,,,21
602,2009-03,3.0,15,,2.0,1,,,2.0,,4.19,,[],Marvin,3UDYuIkrdCafFwl8MLxeVw,16,,4,1.0,,21
603,2009-03,,69,,,0,,,,,3.4,,[],Kirsten,XhEvqHuSW80bKKU8wDc9Uw,8,,5,,,21
604,2009-03,,30,,,0,1.0,,,,3.44,,[],Harry,DTnPoWK2HaoE9KlbglVi4w,7,,12,,,21
605,2009-03,1.0,5,,,0,,,,,2.8,,[],Kenny,mMEYDkHYXDe8J1PoQpfYGQ,8,,10,,,21
606,2009-03,,19,,,0,,,,,3.2,1.0,[],Angela,G7HsYSSF2kXInmxBvYirlQ,5,,4,,1.0,21
607,2009-03,,26,,,1,1.0,,,,3.46,,[],Jonathan,jnsTeQau4I1t2alOxrnjTg,7,,2,,,21
608,2009-03,,45,,1.0,1,,,,,4.04,,[],Bee,KpkEs4GHdsDBHgKs6DkOig,15,,10,,,21
609,2009-03,,12,,,0,,,,,4.64,,[],Erin,G1UNurjcRkPPCH0y9lGd6w,6,,25,,,21
610,2009-03,,10,,,0,,,,,4.1,,[],Holly,AV8ZpKdcf3vw8KqJXKqAsQ,9,,0,,,21
611,2009-03,1.0,90,,,1,,,1.0,,3.76,,[],Nathan,sykbAvLCUM67zNkM7Vsytw,8,,6,,,21
612,2009-03,,9,,,0,1.0,,,,5.0,,[],Thierry,UO0CADKfKT_W6jkqAGiPlQ,12,,14,,,21
613,2009-03,,36,,,0,,,,,3.22,1.0,[],Trevin,mFe1KcYl42tPRR2JaY0KEw,9,,4,,,21
614,2009-03,,9,,,0,,,,,3.0,,[],katie,1PfidEXvIC7fmuhqJ8cHaQ,2,,2,,,21
615,2009-03,,15,,,0,,,,,4.19,,[],Smallz,HvCdFTGiXyiRLR5HrN5aNQ,2,,1,,,21
616,2009-03,,79,,,0,,,,,3.49,,[],Jackie,IwQi2pKCOlcQ_DJM96YhrQ,7,,7,,,22
617,2009-03,,29,,,2,,,,,3.79,1.0,[],Peggy,0qy6bnWQisgTi2eXSBBV-g,8,,7,,,22
618,2009-03,,11,,1.0,1,1.0,,2.0,,3.55,,[],Sue,LIZ97dvjKqwKeb0_d3flcQ,4,,4,,,22
619,2009-03,,27,,,0,1.0,1.0,,,3.69,,[],Russell,C6BYesCiITaw_STVT1GI6g,12,,7,,,22
620,2009-03,,14,,1.0,1,,1.0,1.0,,3.57,,[],Marzia,NQspIlt3nZ879x5Hp0AFxA,7,,2,,,22
621,2009-03,2.0,31,,,0,1.0,,,,3.94,2.0,[],Kaity Kariza,36b1C2KnOJvpz59SSG2hzQ,8,,22,,,22
622,2009-03,,17,,,0,,,,,3.41,,[],Jennifer,-2gxrMHX8_F1Ep_ppWYTkw,9,,9,,,22
623,2009-03,3.0,25,,1.0,0,,1.0,1.0,,4.2,,[],Kiah,mo8PyAVR8L4nA9CVUWP_Eg,12,,6,,,22
624,2009-03,,7,,,1,,,,,4.67,,[],Rosalina,H5XJ9m5ZcbGKkGt-wggdQw,15,,14,,,23
625,2009-03,,27,,,0,,,,,3.36,,[],Roger,LOKnKnjzaumIqy6GfEEj7g,6,,7,1.0,,23
626,2009-03,,20,,,0,1.0,,,,3.32,,[],John,ZF9Wim31puImf0HgoczhWg,7,,21,,,23
627,2009-03,2.0,32,,2.0,1,,,,,3.87,,[],janet,k_sJMM09prTyf1eihJa1Fg,6,,5,,,23
628,2009-03,,18,,,0,,,,,4.29,,[],K,OKQOf3lYc_-_rqpJg3V-LQ,3,,3,,,23
629,2009-03,,38,,,1,,,,,4.12,,[],Sameer,45QEu15nYqiDxPdln2Ebvw,8,,9,,1.0,23
630,2009-03,,18,,,0,2.0,,,,3.78,,[],Katherine,7Z3XHmnmOyvY7c93LiGiMQ,8,,11,,,23
631,2009-03,,17,,,1,2.0,,,,3.53,,[],Roderick,VFq65EVEERWZ-vuOMO9Ljg,2,,1,,,23
632,2009-03,,8,,,5,1.0,,,,4.25,,[],Emily,Ci8QPaPOX4ZsXvzVKsHSaA,22,,17,,,23
633,2009-03,1.0,14,,,1,2.0,4.0,,,2.92,,[],Pinoye90,6WgwyrI4XLEInMTw5LEhsQ,10,,9,,,23
634,2009-03,1.0,25,,,1,,1.0,,,3.97,,[],Kelly,vL4PRmNkwwfEfI5JduWygg,7,,1,,,23
635,2009-03,1.0,11,,,2,,,,,4.45,,[],Dave,iv2Dvjy1bjnWVAYdYpc-RA,2,,3,,,23
636,2009-03,,31,,2.0,1,,,,,3.55,,[],Dee,8KhesN6lZExd4jbdk3_8eQ,5,,8,,,23
637,2009-03,,37,,,0,,,,,4.42,,[],Kevin,9wl224U7ZQrNggpWVsiLTg,9,,0,,,23
638,2009-03,,10,,,0,,,,,3.6,,[],Alex,rdQ87IDFk9PpNNX0OEf8Bw,3,,7,,,23
639,2009-03,,11,,,1,,,,,3.18,,[],Donna,24WdV9gdhxVFevScHmnbOw,1,,0,,,24
640,2009-03,,25,,,1,,,,,3.31,,[],Mariko,y4ZvNl77ICtFSzoDvzN1Ng,12,,7,,,24
641,2009-03,,35,,,0,,,,,3.86,,[],Toby,sul0rJDvTT9QTMGiuA52WA,15,,12,,1.0,24
642,2009-03,,9,,1.0,3,,1.0,,,3.22,,[],Sam,xLAF9p4qQgF2T6UkAl-hMw,4,,3,,,24
643,2009-03,,21,,,0,,,2.0,,3.9,,[],Robert,7_oxQkPalMVrygj55zhGSw,9,,6,,,24
644,2009-03,,28,,,0,,,,,3.21,,[],Linda,G4uvm5ZLvg1vh7bmjGnP5Q,4,,4,,1.0,25
645,2009-03,,52,,2.0,1,,,1.0,,4.08,2.0,[],Paul,fIpDzLIsrT-YepVDkauEcA,19,,3,,,25
646,2009-03,,43,,,2,,,1.0,,3.98,,[],Pratik,LUTwm-5nIotIaYhhYq0dbA,13,,11,,,25
647,2009-03,1.0,11,,,1,1.0,,1.0,,4.45,,[],Catharine,LwbCh2rhnfaFOhzw7gE1TA,3,,1,,,25
648,2009-03,3.0,42,,,1,,,3.0,,4.22,,[],Jennifer,AopVYcc91JTjiC5Vsf7_LQ,15,,5,1.0,,25
649,2009-03,,22,,,0,,,,,2.81,,[],Sally,-951eP6EpfvtfPhpvua-mQ,6,,9,,,26
650,2009-03,,13,,,1,,,,,4.0,,[],Corey,imMjB3LqIwtfV4-nxHwUGQ,15,,7,,,26
