,business_id,variable,value
3335,7cP7WFmWiTVh-raIL3N_Vw,checkin_info.0-4,1.0
3336,-s9Vc4QS91I4DUfR9V4VgA,checkin_info.0-4,1.0
3337,jZ9J99onAgRfwa5XeaQGSg,checkin_info.0-4,1.0
3338,W5485W1TIxQz2-eJ47P_Jg,checkin_info.0-4,1.0
3339,nz3trThEa_R5abP-nfyVlw,checkin_info.0-4,1.0
3340,YBALvUEqdq2QK07YKxcaUg,checkin_info.0-4,1.0
3341,tK91rSBc8SWa3XEQwe8D4A,checkin_info.0-4,1.0
3342,rwT9wCyXNATA36yqcb4JSg,checkin_info.0-4,1.0
3343,Yhzb2yXtOBlaGL2lBYpKrA,checkin_info.0-4,1.0
3344,1vc6NSfL-icWfnZvQcMziA,checkin_info.0-4,1.0
3345,Bj5jLUx8XV0jJNVhVl2lOw,checkin_info.0-4,1.0
3346,eoDEx1GGQA0CBDhy2ql_Kw,checkin_info.0-4,1.0
3347,tG8YUEkfoTn5skfOlVJgtQ,checkin_info.0-4,1.0
3348,iqSs3u2rlsiCDPu-jWj0Jw,checkin_info.0-4,1.0
3349,Qdq8TXT29E7j2JYN3_9NIw,checkin_info.0-4,1.0
3350,sg4mAxmnm3v8T8owlWHP-Q,checkin_info.0-4,1.0
3351,a9Z5KKEDaC4Y4MHiRZhzzA,checkin_info.0-4,1.0
3352,Q_Rwcv9APBLggk2KAsBEvg,checkin_info.0-4,1.0
3353,drSIHCp7SOpYDwKEMAq2Nw,checkin_info.0-4,1.0
3354,PejTHpMkh8sJZGdGaZuPpw,checkin_info.0-4,1.0
3355,XaMp0myaLiXWRxrzYzwQxw,checkin_info.0-4,1.0
3356,9JsUxFmCRNW_0d1Ey8xD2A,checkin_info.0-4,1.0
3357,KzNfOL7OtUVwMxvJZQIVHw,checkin_info.0-4,1.0
3358,3Jhosy4nKJO3oUgU2ZfMIQ,checkin_info.0-4,1.0
3359,ECBzFJhjbTyPHG7hZHPh_w,checkin_info.0-4,1.0
3360,55seKyxRWUmHC1s52xk45g,checkin_info.0-4,1.0
3361,YxN8TC0rCVr_1EkpnKsaAw,checkin_info.0-4,1.0
3362,gl4T1-8baLVWGVvBkka3WQ,checkin_info.0-4,1.0
3363,opikDGSxDcfZwYWbk7dKtw,checkin_info.0-4,1.0
3364,az3Im9mYzC1gq01y49Mbeg,checkin_info.0-4,1.0
3365,LSymdduTtYl5BdIQ3kv_3A,checkin_info.0-4,1.0
3366,tC_T3DykMOlLV4p7iiRDWw,checkin_info.0-4,1.0
3367,VpQZo6KV8CqkIG_MRQ3jiA,checkin_info.0-4,1.0
3368,5KDkchk7H2Q8HOvU3jrYbA,checkin_info.0-4,1.0
3369,1rOQVIlUlLBcf1EDj_n4Vw,checkin_info.0-4,1.0
3370,9mQj65SmYj2pcehH339aEw,checkin_info.0-4,1.0
3371,rfDTJLEwZZ2EGOZiTDdqQA,checkin_info.0-4,1.0
3372,ugzBjxLS8wchZcASnHJO2g,checkin_info.0-4,1.0
3373,Qq_c9IQ-rWko-slr8gPUqQ,checkin_info.0-4,1.0
3374,BNyQIWqrxroxH-kWIXwn7g,checkin_info.0-4,1.0
3375,a-h7KYy1gCv8Bld-lDt7nw,checkin_info.0-4,1.0
3376,eT-7JjVWhRnkeY2UwXwUMw,checkin_info.0-4,1.0
3377,dajwInsYeaIsRLY6vd6Zzw,checkin_info.0-4,1.0
3378,QBJrNGuM7A8V3amEKBlpOw,checkin_info.0-4,1.0
3379,dVRRT0zVk8eFNx0Wv6gMmg,checkin_info.0-4,1.0
3380,GTVneiUeIyRL8Wa_WmEQ0g,checkin_info.0-4,1.0
3381,uNShGMhneBeuTzgd0g_XTA,checkin_info.0-4,1.0
3382,jyx1FtmYIWtpjfatfDfYBg,checkin_info.0-4,1.0
3383,dMwwBt0BcE4zfIiBBXMogg,checkin_info.0-4,1.0
3384,eIsFehDQbFkJF6DmwBjvrg,checkin_info.0-4,1.0
3385,Yrjj_LCy_bPD_PINGjhdng,checkin_info.0-4,1.0
3386,-RlbIcrNmij2AY8ibiqPsQ,checkin_info.0-4,1.0
3387,3tiST9R0JRLbi4hw4RUBjA,checkin_info.0-4,1.0
3388,G_bvx3BjuoWr9A_zfdZ6IQ,checkin_info.0-4,1.0
3389,aAqJMvVW3oPN7kLJW8JzAQ,checkin_info.0-4,1.0
3390,DKNkaZum50RbTRDFsa3kIQ,checkin_info.0-4,1.0
3391,Mt5fXe2EsPyFcZRU8y4j3w,checkin_info.0-4,1.0
3392,10K-r5lRwxKO14ezLtnq0w,checkin_info.0-4,1.0
3393,Jy8Rsu_G-3UNNun45hALoA,checkin_info.0-4,1.0
3394,smoGuW2a2Nume83mB3JJSw,checkin_info.0-4,1.0
3395,CK_UGWewjljh1D1KiIhadQ,checkin_info.0-4,1.0
3396,zFbQ-8AvAIM1tQoqIh_sew,checkin_info.0-4,1.0
3397,jwJiqsgslScEEqVH9H8Dmw,checkin_info.0-4,1.0
3398,ISE4i1IoexdsByQMzropAw,checkin_info.0-4,1.0
3399,KEQibmrdbSTOU14-awi5nA,checkin_info.0-4,1.0
3400,gj_8sI7cjD_1pH6gPBcNRg,checkin_info.0-4,1.0
3401,4EIROfnlec03m0pIcpDuPA,checkin_info.0-4,1.0
3402,wdLpOhOEtlKs9shZXQMngw,checkin_info.0-4,1.0
3403,ZNdsRbGeOfrYYPRl6AziCQ,checkin_info.0-4,1.0
3404,gEx0eIYokdsSZzF64DO7Mg,checkin_info.0-4,1.0
3405,2jh1-DuB1L5t8pd1vXutgw,checkin_info.0-4,1.0
3406,J7UVAa5-5rhWI4SE3wEZ0w,checkin_info.0-4,1.0
3407,fkVBloMEFJG2HTgeCxeNDg,checkin_info.0-4,1.0
3408,wjPlA2DQm4VpmhrkyzRmMQ,checkin_info.0-4,1.0
3409,pEFrQHBaIhHxHo3qPm3pzQ,checkin_info.0-4,1.0
3410,ES-j5yNTgmgbL4He0h6otA,checkin_info.0-4,1.0
3411,XgfKcL7eBJE9B66qoaIlJQ,checkin_info.0-4,1.0
3412,sBAueq0jUmlIH6vdgyP2aQ,checkin_info.0-4,1.0
3413,GCIPiBrk8mrcSWn-lHwrbQ,checkin_info.0-4,1.0
3414,jwT-UTY4NUYfE7XqlhGf4Q,checkin_info.0-4,1.0
3415,dRAcWY-K2AHPJ2ofVwmSEQ,checkin_info.0-4,1.0
3416,N8cJk5s9yW3fLeJyHQeRAA,checkin_info.0-4,1.0
3417,cwAd2nytPLKmABtLXsgpIw,checkin_info.0-4,1.0
3418,00ITZP9lfLKPRiCaRnzAtg,checkin_info.0-4,1.0
3419,3UsoXpGO0Enox-WgGzt8Tw,checkin_info.0-4,1.0
3420,lDxRfwppdtRPixGb94M4LA,checkin_info.0-4,1.0
3421,7A6RHKyblsmvHf2F377WMQ,checkin_info.0-4,1.0
3422,zN33MhQmlCB3yhlunL4M9Q,checkin_info.0-4,1.0
3423,5YAcdfhksYspetBRU2cxKA,checkin_info.0-4,1.0
3424,zAoFrUwRVdSrvYWNB5e5Jw,checkin_info.0-4,1.0
3425,y_Ob-aXysMJrBoAfQ-YEDg,checkin_info.0-4,1.0
3426,lvLPDHtI4eYrz5kz1_ATAw,checkin_info.0-4,1.0
3427,6AzMTcurmx6paLFlkYPrMQ,checkin_info.0-4,1.0
3428,yJzqFBJbn1WtT2NK175eZQ,checkin_info.0-4,1.0
3429,joDuKu_ePAOTYTHOS-dyjg,checkin_info.0-4,1.0
3430,UUwfLMowHkIGcwIRvR1bKw,checkin_info.0-4,1.0
3431,0H7ewZ656xM0bulSMowWtQ,checkin_info.0-4,1.0
3432,CBoMK_j_QG-DdMIsqznTkQ,checkin_info.0-4,1.0
3433,PNThcRNEFI3azvfhvhd_KA,checkin_info.0-4,1.0
3434,AXok1a8w0gNhdrWZ7L633g,checkin_info.0-4,1.0
3435,HcqUVzS21ojjmPh5TZVr7A,checkin_info.0-4,1.0
3436,vW4G1hwiW6LkuhAfbeRfqg,checkin_info.0-4,1.0
3437,z0Wv1bcvKqekMV2svY55jQ,checkin_info.0-4,1.0
3438,w8sRfLP8U7uX4OktcSbb_w,checkin_info.0-4,1.0
3439,AYF-t7Yge-3mn2StQiEXvg,checkin_info.0-4,1.0
3440,c87br6ObMpVCEV-l8fFxOw,checkin_info.0-4,1.0
3441,DKPaI4XvF9o60CTNlvNzVw,checkin_info.0-4,1.0
3442,dD8m0vYjUZbzLBDgbcnU2Q,checkin_info.0-4,1.0
3443,Iup_trO5wBDrkv9YjlU54w,checkin_info.0-4,1.0
3444,4TWNKtG_S2kMdwNbERK45g,checkin_info.0-4,1.0
3445,EemFk0x2E-vlPbnJDHfbxw,checkin_info.0-4,1.0
3446,zCF5yuregC45k0uTk8rf4Q,checkin_info.0-4,1.0
3447,r1Kk8RR0x8qiSzaEluagPw,checkin_info.0-4,1.0
3448,xV3OGVeNZyARob-L1SSTPQ,checkin_info.0-4,1.0
3449,Cyqav-yBpo8O7VW6c4-ohA,checkin_info.0-4,1.0
3450,vPFiYlgyTpoqonN3rZkJhg,checkin_info.0-4,1.0
3451,rP76z9iDOFczywAiee-l7A,checkin_info.0-4,1.0
3452,0xgZNzSpKJgrZTDH7e6DfQ,checkin_info.0-4,1.0
3453,mNHBaryidHifpIIdlKb5ew,checkin_info.0-4,1.0
3454,LCeF1wK5OqP3PPEVBa5Xfw,checkin_info.0-4,1.0
3455,8aAYdZKtMZfs_wSXQi630w,checkin_info.0-4,1.0
3456,NkGQRN6ahwQoFEAlHq8NHg,checkin_info.0-4,1.0
3457,C2y5rfhRTkQ1iHd0TKUmjQ,checkin_info.0-4,1.0
3458,WnBSlcek6ACsjE0UDJ1l2A,checkin_info.0-4,1.0
3459,XeNkjZn6Uv8SeYOXKNqAEw,checkin_info.0-4,1.0
3460,o4FZTKyvNx4bxG1PprFY5w,checkin_info.0-4,1.0
3461,X4G7Zr-7fOr1bBP4iiONuw,checkin_info.0-4,1.0
3462,sHac5Efa3ZPK9GpeeHvylQ,checkin_info.0-4,1.0
3463,_AtU1W9qnTHHtLTPGKxc9Q,checkin_info.0-4,1.0
3464,co0vxQ8ecXiBy2sGDeHi8A,checkin_info.0-4,1.0
3465,xzNNNPUmFhzuLDcMYowdvg,checkin_info.0-4,1.0
3466,QkY72ILiLpEDoJQKvfo-qA,checkin_info.0-4,1.0
3467,kdPxX4mVjaaDNJaG3ROeMA,checkin_info.0-4,1.0
3468,2lLPZQMDbMFSDDJCd-5dsw,checkin_info.0-4,1.0
3469,X6mWr96ibKdXQSA6mpH90g,checkin_info.0-4,1.0
3470,6fR4ncWEfdMLk9AacDsRzQ,checkin_info.0-4,1.0
3471,C5GQ0ljQu8wmo6jAUQLcTA,checkin_info.0-4,1.0
3472,NaeszB-lMt2SbMySWTsH3Q,checkin_info.0-4,1.0
3473,z49aOi7flFdXBXbC58QJvg,checkin_info.0-4,1.0
3474,j_VWgqq3k5kEhOUK0wk2Iw,checkin_info.0-4,1.0
3475,VRYTY0V7WZcP-yzv7bkllg,checkin_info.0-4,1.0
3476,AOCSNRE0-tF18BOPsiWkLg,checkin_info.0-4,1.0
3477,gXlN-aKhMp-GwbHdmEzoMw,checkin_info.0-4,1.0
3478,dn2rubA4plfH63B6nOVioA,checkin_info.0-4,1.0
3479,ZVabFAYFVw3kDk2HyHNqhg,checkin_info.0-4,1.0
3480,kugSyxwoF8ijPqlwr7sQXg,checkin_info.0-4,1.0
3481,pskYm2jEmyTUXMYI-HlL8g,checkin_info.0-4,1.0
3482,-QMaaz6TS5DGuxyMg8kxQg,checkin_info.0-4,1.0
3483,ufbOme2hCBeBC60zexUwpA,checkin_info.0-4,1.0
3484,XrEXdKVM1naBkuOcLxU7PQ,checkin_info.0-4,1.0
3485,SkH7l5c9LIAKpQ2jKGtsJQ,checkin_info.0-4,1.0
3486,v9JixZ_wMP6-ftb4EYTqIg,checkin_info.0-4,1.0
3487,unxjJu6JOxVKwGTVdtaXMQ,checkin_info.0-4,1.0
3488,Zed8KjxyjNlp031Tj81h6g,checkin_info.0-4,1.0
3489,0enMncxkQZB0-rHnoFMGLg,checkin_info.0-4,1.0
3490,Xq1FtLSV54Spf-HfONc1aA,checkin_info.0-4,1.0
3491,ixTr1qXUFGTzyaZUuCDDvg,checkin_info.0-4,1.0
3492,lq2iZK7epi23byzcejjqTg,checkin_info.0-4,1.0
3493,RR25EwdiL1TfH_bIaKvt7w,checkin_info.0-4,1.0
3494,puJr3-pF8NRT2Hd3YkXndA,checkin_info.0-4,1.0
3495,b3rud1v9AO1cwxi3I7bMDw,checkin_info.0-4,1.0
3496,FM3JgsDg5vLJ2x1_NM9CcA,checkin_info.0-4,1.0
3497,i3suivI4QYCeOLxTl6jlsA,checkin_info.0-4,1.0
3498,soB1P6T5tY0B3sJQI1XaUQ,checkin_info.0-4,1.0
3499,SgGINtDKQgoXoAnQgrDKDg,checkin_info.0-4,1.0
3500,0qOf05JyHJopL0mE0qWMCg,checkin_info.0-4,1.0
3501,DmiNLRML9Z2UORkO2PEaew,checkin_info.0-4,1.0
3502,U3bWMhuwk0-Akvt3Tl68CA,checkin_info.0-4,1.0
3503,tirnCFwpur4bdtBizlUAnQ,checkin_info.0-4,1.0
3504,kV37euU3wV69qHncpimVtA,checkin_info.0-4,1.0
3505,bTXh790JYrPwcyyZqwWJiQ,checkin_info.0-4,1.0
3506,PSg-nm2d7WLP3Jw2k75KFA,checkin_info.0-4,1.0
3507,Eq7nL5jKBog8llut8i292A,checkin_info.0-4,1.0
3508,ULVe1zN3HpNeVeTvRaNXoA,checkin_info.0-4,1.0
3509,H7EdgWJrR_nBJGRDWP2FGA,checkin_info.0-4,1.0
3510,Os3C2e1yP2pOM9TfWJ7fRw,checkin_info.0-4,1.0
3511,riTkPznlAPl86dazAjPO3A,checkin_info.0-4,1.0
3512,T0g94VgTzoO2XNm8MvTvZg,checkin_info.0-4,1.0
3513,K9fIADfO_zKFPFm75A1Hxw,checkin_info.0-4,1.0
3514,W3z8TV-MZIYkWgfN6cyJPg,checkin_info.0-4,1.0
3515,gGfK9Qq9gSQf_4gr5aS4IA,checkin_info.0-4,1.0
3516,omUssnJCKySc2H4201p3tA,checkin_info.0-4,1.0
3517,p9riNqhTzGbWNXX8HN_E0w,checkin_info.0-4,1.0
3518,vP4fFPb7YnHeDgYWjJFPjQ,checkin_info.0-4,1.0
3519,ateowLnq6kpgNNWHzCDByQ,checkin_info.0-4,1.0
3520,lDpZvI18smqlyBeC4YykFA,checkin_info.0-4,1.0
3521,G2AqHSVc8t6I21qiHeq7jA,checkin_info.0-4,1.0
3522,b248eH4DPvnWHq3h_BqHVg,checkin_info.0-4,1.0
3523,uqisw8IXD5ZutU4MT2MQVw,checkin_info.0-4,1.0
3524,LU0HLP1acjTO1fyjEigbpw,checkin_info.0-4,1.0
3525,TepgC3JV7NXjPPbKbzloiQ,checkin_info.0-4,1.0
3526,r4VFTmgE_h6n3JnjG-Q-KQ,checkin_info.0-4,1.0
3527,NcAI7SE1SNlrOEfFg9Wzuw,checkin_info.0-4,1.0
3528,8dpA-MRYh3CA539h0kT6mA,checkin_info.0-4,1.0
3529,8TbIx8H3FufrHlYZH4IcWg,checkin_info.0-4,1.0
3530,ogBsjWemU4jao5sCammSLQ,checkin_info.0-4,1.0
3531,DptFOTAiKfGZJIFxmShwPw,checkin_info.0-4,1.0
3532,8izNisB-aS1dOB6cFVZdPg,checkin_info.0-4,1.0
3533,4PrxqzfatLLxn9ZCTW9lKw,checkin_info.0-4,1.0
3534,LlAFlTGHWVds8xQS-ly9Bg,checkin_info.0-4,1.0
3535,dOUtKHQ8Q0eHFjKPmi07tw,checkin_info.0-4,1.0
3536,1vqqS1t_dfzhpc-Dx5ZXIA,checkin_info.0-4,1.0
3537,u7-9OD_9qc6PDYlMk0-VcA,checkin_info.0-4,1.0
3538,55zU0-0pzPot4aTaKVgLKQ,checkin_info.0-4,1.0
3539,a4bvXlGHgS6yUDp9YMcnZA,checkin_info.0-4,1.0
3540,JQpmsTVp3OSfFT6CubgxCQ,checkin_info.0-4,1.0
3541,PktpHqJXlb3Uv3zxbqvD8g,checkin_info.0-4,1.0
3542,bsIG-bXSRcCx62k4lHBEcw,checkin_info.0-4,1.0
3543,_zj1jifyGsT611EkfOgHhA,checkin_info.0-4,1.0
3544,SLy80or6wyYFEBHI1UClqA,checkin_info.0-4,1.0
3545,AoNeou5BLVPRMiw4-4kiRg,checkin_info.0-4,1.0
3546,nzAh4G_ratWKqqmIrcbk8g,checkin_info.0-4,1.0
3547,0kZ4aYmqf5fzTt9Yvz8Kvw,checkin_info.0-4,1.0
3548,7ZRYDdUImigpDvDy1xQ8-Q,checkin_info.0-4,1.0
3549,6P3SsceAMT39CBlo0upqHQ,checkin_info.0-4,1.0
3550,DdvIUeFlPnDSUKEyy10hUw,checkin_info.0-4,1.0
3551,RKAbIVzwAE3W5TInXVky3w,checkin_info.0-4,1.0
3552,6q-N4KtGR4YJCR4Ar3nIEg,checkin_info.0-4,1.0
3553,mfeI5aACFj3DMvIfz3BU0A,checkin_info.0-4,1.0
3554,0vjPlHp1eZPOyb-bcjp-9g,checkin_info.0-4,1.0
3555,guLkdetJ603Bw_A6tuecIg,checkin_info.0-4,1.0
3556,byFWmwlVSmUj-AmM6NZYvw,checkin_info.0-4,2.0
3557,cEd4dJWJnfXFFEvDnDspyg,checkin_info.0-4,2.0
3558,x9XX-dcVZfpU_J5UWuWzeg,checkin_info.0-4,2.0
3559,zF2z6b8Hg0Yn7rnxcZGJWw,checkin_info.0-4,2.0
3560,dZAYHS6wPS29reboP959fQ,checkin_info.0-4,2.0
3561,dw92s46u8Url4KxhZeFQvw,checkin_info.0-4,2.0
3562,QnhfhHUeURnpWBoZ-cexTw,checkin_info.0-4,2.0
3563,igoQcOJEGC7T-1f7TiiFAw,checkin_info.0-4,2.0
3564,sSkoeqwqB6PPBJv1rzkWtw,checkin_info.0-4,2.0
3565,r2H1jTKmddPqkNfq08DH9w,checkin_info.0-4,2.0
3566,pPfQ73--Y_h5Or0aqDgEGA,checkin_info.0-4,2.0
3567,VdY6qe9afspFwsbzX1HsOQ,checkin_info.0-4,2.0
3568,MrdrLskyOx0wCf_9KNsp2A,checkin_info.0-4,2.0
3569,A0XfklsS6vYFWRI9HifTvQ,checkin_info.0-4,2.0
3570,R4mr0sYATMaYHBLDKiglEQ,checkin_info.0-4,2.0
3571,s2zkypQHNsnzEJrCNVBYiQ,checkin_info.0-4,2.0
3572,Bs7FcmlfHfCq2lf-FUKLCw,checkin_info.0-4,2.0
3573,Snvt71a7KDWYxeltag2zLA,checkin_info.0-4,2.0
3574,N8uXuqa_Pee3PuUD_oU8EQ,checkin_info.0-4,2.0
3575,eiSMvwa0e1J7EX3jbqXkbQ,checkin_info.0-4,2.0
3576,GWXU5xROhcnMIUaUFEtubA,checkin_info.0-4,2.0
3577,3Onaz69D-ygoTsWROE1u3Q,checkin_info.0-4,2.0
3578,inUZjzhym_elppg9fkWSwA,checkin_info.0-4,2.0
3579,jsO9c15l1KJ5ncBid3pnmA,checkin_info.0-4,2.0
3580,R1k77fVbXufS6LFRDevinA,checkin_info.0-4,2.0
3581,1MV1NiYK-AbmEwRGR8n1pQ,checkin_info.0-4,2.0
3582,EWMwV5V9BxNs_U6nNVMeqw,checkin_info.0-4,2.0
3583,dfb_VmNKMJ8QjVi48y5vcQ,checkin_info.0-4,2.0
3584,loVwv8VtHJ7FXtizlIuwhg,checkin_info.0-4,2.0
3585,FJe0PrtbRzP2jZZYctdkXw,checkin_info.0-4,2.0
3586,iFJwlYqD0ytvtmYYthZ5yg,checkin_info.0-4,2.0
3587,bRYNYkMSghVlszXcOtA2XA,checkin_info.0-4,2.0
3588,n_wZriiakBT7sVn87dpcEA,checkin_info.0-4,2.0
3589,M9PFIaQV63vq_vQdnjIzyg,checkin_info.0-4,2.0
3590,IR_x6OwT-AEMBOaP83WbFQ,checkin_info.0-4,2.0
3591,BeSDpZgoDwYfTMUBJQwdEQ,checkin_info.0-4,2.0
3592,ntJAKLAq0cXzzdFgPoo0Iw,checkin_info.0-4,2.0
3593,SfrHdU4NCkYWvERnWaOUqQ,checkin_info.0-4,2.0
3594,TjUfSlpcsc0Rqo6U6MfM3w,checkin_info.0-4,2.0
3595,WKLenSMffHdt_U7c2RDO7w,checkin_info.0-4,2.0
3596,6UXw7_U13Th0PZlMXZbjMg,checkin_info.0-4,2.0
3597,3rJffDiEpgSMXesNUjCdLw,checkin_info.0-4,2.0
3598,lQwxl7ZFC24P9-fp2ewCSg,checkin_info.0-4,2.0
3599,aBL4VmzUzg0JX8K1PzWg4A,checkin_info.0-4,2.0
3600,NYufiY89993XQ2uQ1VzP2Q,checkin_info.0-4,2.0
3601,vWcUrFcweGXAWsil_pfpjw,checkin_info.0-4,2.0
3602,YJztnPcPTHnFQpzdW3GpsQ,checkin_info.0-4,2.0
3603,IV-1NJnGA3O0ZRBrZEWWaA,checkin_info.0-4,2.0
3604,0hej0FRXraL5BNUKWhY_8w,checkin_info.0-4,2.0
3605,cny9rhnhcYsJuTq2q4wp2A,checkin_info.0-4,2.0
3606,5jpV_QXxhfs8wHOXX3E_3w,checkin_info.0-4,2.0
3607,YBftkbXRwi-CB6zlAAk5DA,checkin_info.0-4,2.0
3608,sC58XGwsZowovN1CnKktOg,checkin_info.0-4,2.0
3609,xx8DVj1NQfJR33B9e8t5vg,checkin_info.0-4,2.0
3610,EolW2H_wkpYwWbBURN_4gQ,checkin_info.0-4,2.0
3611,M44k0jAZyXxmv2N-DvZLzQ,checkin_info.0-4,2.0
3612,hD_tY2zhUv7vMq6e9sg1ug,checkin_info.0-4,2.0
3613,-WBSpCGGbkg-aeWd1tYOBA,checkin_info.0-4,2.0
3614,PKXsUFTyoYDqSt_jMI7gag,checkin_info.0-4,2.0
3615,IUnRnZHmA56Tgr2acpHRow,checkin_info.0-4,2.0
3616,3R3fjDKBoF8-3eKQKXdrcw,checkin_info.0-4,2.0
3617,gOvePNZVP2jU9vnj6gmYqA,checkin_info.0-4,2.0
3618,moX-9x1Z76IlcAM3bAu4bg,checkin_info.0-4,2.0
3619,tZYDgckrbIcz-Sf_-1OgOg,checkin_info.0-4,2.0
3620,wPbmF-Zlxq2jppgrRNE_Gg,checkin_info.0-4,2.0
3621,f_leeIRar8uNCkk5sAmHRQ,checkin_info.0-4,2.0
3622,nHQ11YXvzL8awYoF-uD16A,checkin_info.0-4,2.0
3623,3C84uawGg_icNH4BNiSmjQ,checkin_info.0-4,2.0
3624,V5QdxePG-pGPXVPHSLLM9A,checkin_info.0-4,2.0
3625,vMJaA9SRHSaA2DAQUzOIkw,checkin_info.0-4,2.0
3626,6WyRYIPsW51EaoFaht-I5A,checkin_info.0-4,2.0
3627,wJyXaVs2BCkWCkhg45sqTg,checkin_info.0-4,2.0
3628,rVrpTOznd_NjplDvSK8OfQ,checkin_info.0-4,2.0
3629,jOMTNCPSiUIdToLtc5y4Fw,checkin_info.0-4,2.0
3630,Ko08oUwSm8E8IxSrunx7rA,checkin_info.0-4,2.0
3631,ARpPb7Mx4VQ5lFVkhDy7fQ,checkin_info.0-4,2.0
3632,MYj5f-QxtGeKlhVVx1RD4g,checkin_info.0-4,2.0
3633,qt1L3A6TpSw_36uFsugUew,checkin_info.0-4,2.0
3634,oaakO-X7uOXNxqsxjDSKfg,checkin_info.0-4,2.0
3635,mAlREmwuZNrn9dmoDBE8fw,checkin_info.0-4,2.0
3636,7kxfOQhZDbHkDAK_xOxGYQ,checkin_info.0-4,2.0
3637,H52LFxw13LBS6_ewxCwlfg,checkin_info.0-4,2.0
3638,ueQZS9kPFfZL3m02B-PDcA,checkin_info.0-4,2.0
3639,-xLwGUmmyKgsTtFOOXzjeg,checkin_info.0-4,2.0
3640,ODlUjRZ4mgrN93YmZFKPFg,checkin_info.0-4,2.0
3641,7yVqD9seynOoSLTzwd5t3A,checkin_info.0-4,2.0
3642,C51OyHyQUZfGom7Rb5FV8A,checkin_info.0-4,2.0
3643,-INZ6z5X6RrHdGhk4WoYtg,checkin_info.0-4,2.0
3644,YihofBV5VTlrsyaGf8O62w,checkin_info.0-4,2.0
3645,a_qTdBz81-tgsd3UGmaT5Q,checkin_info.0-4,2.0
3646,Gu0L9ZxxCQkQbRvRes2MYw,checkin_info.0-4,2.0
3647,k-D2NUfaUbuQzPaMXniXcA,checkin_info.0-4,2.0
3648,25fxw_jOqZtJwl18cCarIA,checkin_info.0-4,2.0
3649,qAU5zG59NuOBTkzKwm6urA,checkin_info.0-4,2.0
3650,6ii5JM4zVaonwvgVcj9mfQ,checkin_info.0-4,2.0
3651,8sV6eqDo5X8KgRjkEBpVzA,checkin_info.0-4,2.0
3652,24Pyg1ywhjaJDaE9v2tWFQ,checkin_info.0-4,2.0
3653,kfi1PJY_CPvRreJgNQYEDw,checkin_info.0-4,2.0
3654,MzbPhJboUwkdthdwkpqmiw,checkin_info.0-4,2.0
3655,BcgeVKa6S48N2-U0IfM-VA,checkin_info.0-4,2.0
3656,7Nna45fVQsPpVESc4MZ2yQ,checkin_info.0-4,2.0
3657,HiVvm7ey0mm-EIR3T3EkVg,checkin_info.0-4,2.0
3658,1MRWXUsIvKNwt5SdLxqhZA,checkin_info.0-4,2.0
3659,DWU6qqrlrC4wDkxhbHo8Tw,checkin_info.0-4,2.0
3660,CA85li9fWPikvXM-wT4vwA,checkin_info.0-4,2.0
3661,-V44Z21fJclQb3NJRe-4dQ,checkin_info.0-4,2.0
3662,SRR_pK64qstLry2A9XujVQ,checkin_info.0-4,2.0
3663,qy7NtAyd7SXXPM0H44XVAg,checkin_info.0-4,2.0
3664,BYe8zZeHoap-cdYtlJOz0Q,checkin_info.0-4,2.0
3665,P7wKlbSRsoRrfH3DFOY08A,checkin_info.0-4,2.0
3666,0VpsHbGLHDVKIKAi0ZliyQ,checkin_info.0-4,2.0
3667,ByJioN1ISBWpUSAI0rWt2w,checkin_info.0-4,2.0
3668,NUl8uEz5ijDAZvkgCQrrpA,checkin_info.0-4,2.0
3669,p5HEHFZwbztIkpI4ItbX2w,checkin_info.0-4,2.0
3670,mcWm0MqN4rRKE_3uwhtmkA,checkin_info.0-4,2.0
3671,SvoGcVe3M5U2N2n-vufJ1A,checkin_info.0-4,2.0
3672,jCaQauhwHFyjOSlCutqUnA,checkin_info.0-4,2.0
3673,gCkPJh3AZ6TODJ39Fu11JQ,checkin_info.0-4,2.0
3674,ZvvTPVqChi-mQd1JV6VM5w,checkin_info.0-4,2.0
3675,ttLtsY1S2Angj6hvEdzwDQ,checkin_info.0-4,2.0
3676,6uZqR0MsU9UMEX_FftYSdA,checkin_info.0-4,2.0
3677,5oq6Iut0T8BU2bZ7u8h8jw,checkin_info.0-4,2.0
3678,2OWgXIQIhoWv7Plaug00FQ,checkin_info.0-4,2.0
3679,K4xRfaukfuDsVbLcMApyCA,checkin_info.0-4,2.0
3680,s8KRwTTrQDSKrS3hOjwYLw,checkin_info.0-4,2.0
3681,bNfjGTDIRpgHZ9F6Zym6iQ,checkin_info.0-4,2.0
3682,6JaonzYu24vAR8xe3bKe6w,checkin_info.0-4,2.0
3683,naLrErBuJr9IWd6_rv6-XQ,checkin_info.0-4,2.0
3684,EUnJ9ZUF_1MTEZoTXOBvVQ,checkin_info.0-4,2.0
3685,BTSigmp5qWH2Fq9-xJETzw,checkin_info.0-4,2.0
3686,2f7TvlG5zcuMCHcQjxqS6A,checkin_info.0-4,2.0
3687,15JT2xhzP_R96mT6rK882A,checkin_info.0-4,2.0
3688,6RGD8kxrLwW1PztxZIPXlQ,checkin_info.0-4,2.0
3689,ejS_lQteyzG6PR4gxZN-FQ,checkin_info.0-4,2.0
3690,3fA43apyr5i8PAm0Az04hQ,checkin_info.0-4,2.0
